Subject,Accuracy,Cross-Return,Horizontal-Vertical
18,1,Cross,Horizontal
18,1,Cross,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Vertical
18,0,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,0,Return,Vertical
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,0,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,0,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,0,Return,Horizontal
18,1,Return,Horizontal
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
18,1,Return,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,0,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,0,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Horizontal
19,1,Cross,Vertical
19,1,Cross,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,0,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
19,1,Return,Horizontal
19,1,Return,Vertical
19,1,Return,Vertical
20,0,Cross,Vertical
20,0,Cross,Horizontal
20,1,Cross,Vertical
20,0,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,0,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,0,Cross,Vertical
20,0,Cross,Horizontal
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Vertical
20,1,Cross,Vertical
20,1,Cross,Vertical
20,0,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Horizontal
20,0,Cross,Vertical
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,0,Cross,Horizontal
20,0,Cross,Horizontal
20,0,Cross,Horizontal
20,1,Cross,Vertical
20,1,Cross,Vertical
20,1,Cross,Horizontal
20,1,Cross,Vertical
20,0,Cross,Vertical
20,1,Cross,Vertical
20,0,Cross,Horizontal
20,0,Cross,Horizontal
20,1,Cross,Horizontal
20,0,Cross,Horizontal
20,0,Cross,Vertical
20,0,Cross,Horizontal
20,0,Cross,Vertical
20,1,Cross,Horizontal
20,0,Cross,Horizontal
20,0,Cross,Horizontal
20,1,Cross,Vertical
20,0,Cross,Vertical
20,0,Cross,Vertical
20,0,Cross,Horizontal
20,0,Cross,Vertical
20,1,Cross,Vertical
20,0,Cross,Horizontal
20,0,Cross,Vertical
20,0,Return,Vertical
20,1,Return,Vertical
20,0,Return,Vertical
20,0,Return,Vertical
20,0,Return,Horizontal
20,0,Return,Vertical
20,0,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,0,Return,Vertical
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Vertical
20,1,Return,Horizontal
20,0,Return,Vertical
20,0,Return,Vertical
20,1,Return,Vertical
20,1,Return,Vertical
20,0,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Vertical
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Horizontal
20,0,Return,Vertical
20,0,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,0,Return,Horizontal
20,0,Return,Horizontal
20,1,Return,Horizontal
20,0,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Horizontal
20,1,Return,Horizontal
20,1,Return,Vertical
20,1,Return,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,0,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,0,Cross,Vertical
21,0,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,0,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,0,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,0,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Cross,Horizontal
21,1,Cross,Vertical
21,1,Cross,Vertical
21,1,Return,Horizontal
21,0,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Vertical
21,0,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Vertical
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Horizontal
21,1,Return,Vertical
22,1,Cross,Vertical
22,0,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,0,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,0,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,0,Cross,Vertical
22,0,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,0,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,0,Cross,Vertical
22,1,Cross,Horizontal
22,0,Cross,Vertical
22,0,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Vertical
22,0,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Cross,Vertical
22,1,Cross,Horizontal
22,1,Return,Vertical
22,0,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,0,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,0,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Horizontal
22,0,Return,Horizontal
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
22,1,Return,Vertical
23,0,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,0,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,0,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,0,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,0,Cross,Horizontal
23,1,Cross,Vertical
23,0,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Horizontal
23,1,Cross,Horizontal
23,1,Cross,Vertical
23,1,Cross,Vertical
23,1,Cross,Vertical
23,0,Cross,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,0,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,0,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Horizontal
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Vertical
23,1,Return,Horizontal
23,1,Return,Vertical
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,0,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,0,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,0,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,0,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,0,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,0,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,0,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,0,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Horizontal
24,0,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Cross,Vertical
24,1,Cross,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Vertical
24,0,Return,Vertical
24,0,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,0,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,0,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
24,1,Return,Horizontal
24,1,Return,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,0,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,0,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,0,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Vertical
25,1,Cross,Horizontal
25,0,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Cross,Vertical
25,0,Cross,Horizontal
25,1,Cross,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,0,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Horizontal
25,1,Return,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,0,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,0,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,0,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,0,Cross,Vertical
26,1,Cross,Vertical
26,0,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,0,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Horizontal
26,1,Cross,Vertical
26,1,Cross,Horizontal
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Horizontal
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Vertical
26,1,Return,Horizontal
26,1,Return,Vertical
