Subject,Accuracy,Motion Direction,Movement Type
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,0,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Horizontal,Cross
33,0,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,0,Horizontal,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,0,Horizontal,Cross
33,0,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,0,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Vertical,Cross
33,1,Horizontal,Cross
34,1,Vertical,Cross
34,0,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,0,Vertical,Cross
34,0,Vertical,Cross
34,1,Horizontal,Cross
34,0,Vertical,Cross
34,0,Vertical,Cross
34,1,Vertical,Cross
34,0,Vertical,Cross
34,0,Horizontal,Cross
34,1,Vertical,Cross
34,0,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,0,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,0,Vertical,Cross
34,0,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,0,Vertical,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,0,Vertical,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,0,Vertical,Cross
34,1,Vertical,Cross
34,0,Vertical,Cross
34,0,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,1,Vertical,Cross
34,1,Vertical,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,1,Horizontal,Cross
34,0,Vertical,Cross
34,1,Horizontal,Cross
34,1,Vertical,Cross
34,0,Horizontal,Cross
34,0,Vertical,Cross
34,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,0,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,0,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,0,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,0,Vertical,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,0,Horizontal,Cross
35,0,Vertical,Cross
35,0,Vertical,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,0,Horizontal,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,0,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,0,Horizontal,Cross
35,0,Horizontal,Cross
35,0,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,0,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,0,Vertical,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Horizontal,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
35,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,0,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,0,Vertical,Cross
36,0,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,0,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Horizontal,Cross
36,1,Horizontal,Cross
36,1,Vertical,Cross
36,1,Vertical,Cross
37,0,Horizontal,Cross
37,1,Horizontal,Cross
37,0,Horizontal,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,0,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,0,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,0,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,0,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,0,Vertical,Cross
37,0,Vertical,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,0,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Horizontal,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,1,Vertical,Cross
37,0,Horizontal,Cross
37,0,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,0,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,0,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,0,Horizontal,Cross
38,0,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,0,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,0,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,0,Vertical,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,1,Horizontal,Cross
38,0,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
38,1,Horizontal,Cross
38,1,Vertical,Cross
38,1,Vertical,Cross
39,1,Vertical,Cross
39,0,Horizontal,Cross
39,1,Horizontal,Cross
39,0,Horizontal,Cross
39,1,Vertical,Cross
39,0,Horizontal,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Vertical,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,1,Horizontal,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Vertical,Cross
39,0,Horizontal,Cross
39,0,Horizontal,Cross
39,0,Vertical,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,1,Horizontal,Cross
39,0,Horizontal,Cross
39,0,Horizontal,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Horizontal,Cross
39,1,Vertical,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Horizontal,Cross
39,0,Vertical,Cross
39,0,Horizontal,Cross
39,0,Vertical,Cross
39,1,Horizontal,Cross
39,0,Vertical,Cross
39,1,Vertical,Cross
39,1,Horizontal,Cross
39,0,Vertical,Cross
39,0,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,0,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,0,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,0,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,0,Horizontal,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,0,Horizontal,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Horizontal,Cross
40,0,Horizontal,Cross
40,1,Vertical,Cross
40,1,Horizontal,Cross
40,1,Vertical,Cross
41,1,Vertical,Cross
41,0,Vertical,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,0,Horizontal,Cross
41,0,Vertical,Cross
41,1,Horizontal,Cross
41,0,Vertical,Cross
41,1,Horizontal,Cross
41,0,Vertical,Cross
41,0,Horizontal,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,0,Vertical,Cross
41,1,Vertical,Cross
41,0,Horizontal,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,0,Vertical,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,0,Horizontal,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,0,Horizontal,Cross
41,1,Horizontal,Cross
41,0,Horizontal,Cross
41,1,Horizontal,Cross
41,0,Horizontal,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,0,Vertical,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Vertical,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
41,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,0,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,0,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,0,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,0,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,0,Horizontal,Cross
42,0,Horizontal,Cross
42,1,Horizontal,Cross
42,0,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,0,Horizontal,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,0,Vertical,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Horizontal,Cross
42,1,Vertical,Cross
42,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,0,Horizontal,Cross
43,1,Vertical,Cross
43,0,Vertical,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,0,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,0,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Horizontal,Cross
43,1,Vertical,Cross
43,1,Horizontal,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,0,Vertical,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,0,Vertical,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,0,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,0,Vertical,Cross
44,1,Vertical,Cross
44,0,Vertical,Cross
44,0,Vertical,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,0,Vertical,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
44,0,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Horizontal,Cross
44,1,Vertical,Cross
44,0,Horizontal,Cross
44,1,Vertical,Cross
44,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,0,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,0,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,0,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,0,Horizontal,Cross
45,0,Horizontal,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Horizontal,Cross
45,1,Horizontal,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,0,Horizontal,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
45,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,0,Vertical,Cross
46,0,Vertical,Cross
46,1,Vertical,Cross
46,0,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,0,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,0,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,0,Horizontal,Cross
46,0,Horizontal,Cross
46,1,Vertical,Cross
46,0,Horizontal,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,0,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,0,Horizontal,Cross
46,0,Horizontal,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,0,Horizontal,Cross
46,1,Horizontal,Cross
46,0,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
46,1,Vertical,Cross
46,1,Vertical,Cross
46,1,Horizontal,Cross
46,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,0,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,0,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,0,Vertical,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,0,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,0,Vertical,Cross
47,0,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,0,Vertical,Cross
47,0,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,0,Horizontal,Cross
47,1,Vertical,Cross
47,0,Vertical,Cross
47,0,Vertical,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,1,Vertical,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Horizontal,Cross
47,1,Vertical,Cross
47,0,Horizontal,Cross
47,1,Vertical,Cross
47,0,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,0,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,0,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,0,Horizontal,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,0,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,0,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,0,Horizontal,Cross
48,1,Vertical,Cross
48,0,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,0,Vertical,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
48,1,Horizontal,Cross
48,1,Vertical,Cross
48,1,Horizontal,Cross
49,1,Horizontal,Cross
49,1,Vertical,Cross
49,1,Vertical,Cross
49,1,Vertical,Cross
49,0,Horizontal,Cross
49,1,Horizontal,Cross
49,1,Horizontal,Cross
49,0,Vertical,Cross
49,1,Horizontal,Cross
49,1,Vertical,Cross
49,1,Horizontal,Cross
49,1,Horizontal,Cross
49,1,Vertical,Cross
49,1,Horizontal,Cross
49,1,Vertical,Cross
49,1,Vertical,Cross
49,1,Vertical,Cross
49,1,Horizontal,Cross
